#Touchstone format,MA
#frequency unit,GHz
#number of frequencies,162
#number of ports,2
#S-port 1,net1,not renormalized
#S-port 2,net2,not renormalized
#prior iterations pre-pended by #
#Frequency(GHz),mag(S(1;1)),deg(S(1;1)),mag(S(2;1)),deg(S(2;1)),mag(S(1;2)),deg(S(1;2)),mag(S(2;2)),deg(S(2;2))
6,0.0244079793229121,47.1547919728491,0.999702105975655,-43.0835561333512,0.999702105975655,-43.0835561333512,0.0244083536868947,46.6621783476529
7,0.0284996504706771,39.9046788290933,0.999593836143565,-50.2717203816659,0.999593836143565,-50.2717203816659,0.0285000307112112,39.534014496244
8,0.0326022703051609,32.6639296862597,0.999468449440988,-57.4633688748357,0.999468449440988,-57.4633688748357,0.0326026297105585,32.3898146635825
9,0.0367173502299313,25.4281752955199,0.999325749879592,-64.6589916864904,0.999325749879592,-64.6589916864904,0.0367176634712941,25.2330025379453
10,0.0408463762303182,18.1946189192925,0.999165515758679,-71.8590758839029,0.999165515758679,-71.8590758839029,0.0408466175992661,18.0654240770711
11,0.0449908003659306,10.9613250709657,0.998987500694084,-79.0641050008025,0.998987500694084,-79.0641050008025,0.0449909445065294,10.8880654161176
12,0.0491520305707941,3.72685635953237,0.99879143449309,-86.2745585955551,0.99879143449309,-86.2745585955551,0.0491520532987987,3.70141648295586
13,0.053331419304413,-3.50992184645685,0.998577024375652,-93.4909118009355,0.998577024375652,-93.4909118009355,0.0533312984150551,-3.49433290751498
14,0.0575302509651014,-10.7499529390216,0.998343956562365,-100.713634863516,0.998343956562365,-100.713634863516,0.0575299669229514,-10.6991807838568
15,0.0617497278921504,-17.9940557250884,0.998091898224453,-107.943192678434,0.998091898224453,-107.943192678434,0.0617492645627772,-17.9132454190124
16,0.0659909553036135,-25.2429657677839,0.997820499899664,-115.180044320651,0.997820499899664,-115.180044320651,0.06599030054797,-25.1367229645285
17,0.0702549251804425,-32.4973617552114,0.99752939838193,-122.424642575005,0.99752939838193,-122.424642575005,0.0702540713955833,-32.3698599754452
18,0.0745424993508814,-39.757882645424,0.997218220099503,-129.677433472697,0.997218220099503,-129.677433472697,0.0745414438995258,-39.6129350187758
19,0.0788543919846938,-47.0251389028773,0.996886585005581,-136.938855833491,0.996886585005581,-136.938855833491,0.0788531375306184,-46.8662461422346
20,0.0831911519057544,-54.2997198858681,0.996534111010684,-144.209340822959,0.996534111010684,-144.209340822959,0.0831897066249843,-54.1301021168473
21,0.0875531449269369,-61.5821986027348,0.996160418905868,-151.489311527481,0.996160418905868,-151.489311527481,0.0875515225975607,-61.4048162659223
22,0.091940536633139,-68.8731346335573,0.995765137779065,-158.779182553699,0.995765137779065,-158.779182553699,0.0919387566143257,-68.6907020886848
23,0.0963532760343168,-76.1730758150786,0.995347910897671,-166.079359657391,0.995347910897671,-166.079359657391,0.0963513631122694,-75.9880701339148
24,0.100791080463673,-83.4825589951123,0.994908401967701,-173.390239408524,0.994908401967701,-173.390239408524,0.100789064568257,-83.2972258074361
25,0.105253422126803,-90.8021101486339,0.994446301731354,179.287791103951,0.994446301731354,179.287791103951,0.105251337940504,-90.6184678637023
26,0.109739516794086,-98.1322440516003,0.993961334791218,171.954354518797,0.993961334791218,171.954354518797,0.109737403227194,-97.9520874013341
27,0.11424831500277,-105.473463641257,0.993453266562377,164.609083399943,0.993453266562377,164.609083399943,0.11424621456936,-105.298367269106
28,0.118778496196423,-112.826259199911,0.992921910229647,157.251620376549,0.992921910229647,157.251620376549,0.118776454267654,-112.657581755274
29,0.123328466177124,-120.191107408473,0.992367133551708,149.881618224733,0.992367133551708,149.881618224733,0.123326530156216,-120.02999653887
30,0.127896358217694,-127.568470391636,0.991788865388277,142.498739888202,0.991788865388277,142.498739888202,0.127894576609552,-127.415868803628
31,0.132480038106054,-134.958794771061,0.991187101751207,135.102658435338,0.991187101751207,135.102658435338,0.132478459521195,-134.815447507716
32,0.137077113371981,-142.362510788713,0.990561911225787,127.693056954769,0.990561911225787,127.693056954769,0.137075785469163,-142.228973762012
33,0.141684946862748,-149.78003154263,0.989913439581955,120.269628390353,0.989913439581955,120.269628390353,0.141683915243788,-149.656681281637
34,0.146300674753431,-157.211752340735,0.989241913381906,112.832075318048,0.989241913381906,112.832075318048,0.146299981829762,-157.098796902522
35,0.150921228967621,-164.658050216585,0.988547642429795,105.380109673354,0.988547642429795,105.380109673354,0.150920912831899,-164.555541124629
36,0.155543363962986,-172.119283597666,0.98783102089857,97.9134524325497,0.98783102089857,97.9134524325497,0.155543457265555,-172.027128677169
37,0.160163687661352,-179.595792146218,0.987092526977941,90.4318332599306,0.987092526977941,90.4318332599306,0.160164216539992,-179.513769074096
38,0.16477869626052,172.91210323303,0.986332720940549,82.9349901300201,0.986332720940549,82.9349901300201,0.164779679332712,172.984332847383
39,0.169384812532737,165.404100232409,0.985552241527284,75.4226689386787,0.985552241527284,75.4226689386787,0.169386259982281,165.466976419671
40,0.173978427112213,157.879914827014,0.984751800600067,67.8946231161852,0.984751800600067,67.8946231161852,0.173980339908221,157.933964694276
41,0.178555942241015,150.339280824152,0.98393217605258,60.3506132578738,0.98393217605258,60.3506132578738,0.178558311500102,150.385104052627
42,0.183113817261282,142.781949306719,0.983094203008816,52.7904067880754,0.983094203008816,52.7904067880754,0.183116623787316,142.82020389194
43,0.187648615121316,135.207687978596,0.982238763395941,45.2137776737573,0.982238763395941,45.2137776737573,0.187651829154135,135.239076402532
44,0.192157049113995,127.616280441348,0.981366774020395,37.6205062045493,0.981366774020395,37.6205062045493,0.192160630297704,127.641536442454
45,0.196636028929466,120.007525426321,0.980479173341332,30.0103788542539,0.980479173341332,30.0103788542539,0.196639926519976,120.027401524717
46,0.20108270515112,112.381236007765,0.979576907168881,22.3831882379592,0.979576907168881,22.3831882379592,0.201086858480889,112.396491913078
47,0.205494511236143,104.737238820065,0.978660913580208,14.7387331793899,0.978660913580208,14.7387331793899,0.205498850440808,104.748630846349
48,0.209869202046711,97.075373301099,0.977732107375052,7.07681889687067,0.977732107375052,7.07681889687067,0.209873649052551,97.0836448824808
49,0.214204887995271,89.3954909898721,0.976791364440083,-0.602742683310378,0.976791364440083,-0.602742683310378,0.21420935776379,89.4013643658271
50,0.218500063900091,81.6974548886516,0.975839506414927,-8.30013248039535,0.975839506414927,-8.30013248039535,0.218504465921634,81.7016240188805
51,0.222753631704452,73.9811389167549,0.974877286075334,-16.0155236801943,0.974877286075334,-16.0155236801943,0.222757871705859,73.9842636490608
52,0.226964916266949,66.246427462429,0.973905373857813,-23.7490810254373,0.973905373857813,-23.7490810254373,0.226968898123397,66.2491289616778
53,0.231133673542507,58.4932150492834,0.972924345947691,-31.5009599815277,0.972924345947691,-31.5009599815277,0.231137301344912,58.4960724706171
54,0.235260090557896,50.7214061240107,0.971934674344538,-39.271305790344,0.971934674344538,-39.271305790344,0.235263270800377,50.7249544908874
55,0.239344776743396,42.9309149675266,0.970936719288392,-47.060252424751,0.970936719288392,-47.060252424751,0.239347420585651,42.9356441956703
56,0.243388746299294,35.1216657367525,0.969930724397871,-54.8679214642098,0.969930724397871,-54.8679214642098,0.243390771842975,35.1280207203982
57,0.247393391467568,27.2935926325629,0.968916814826705,-62.6944209129358,0.968916814826705,-62.6944209129358,0.247394725998811,27.3019742904989
58,0.251360446713349,19.4466401856547,0.967894998687563,-70.5398439871321,0.967894998687563,-70.5398439871321,0.251361028853528,19.4574073536944
59,0.255291944067834,11.5807636601994,0.966865171923395,-78.4042678982757,0.966865171923395,-78.4042678982757,0.255291725766721,11.5942356869888
60,0.259190160025463,3.69592956044534,0.965827126744892,-86.2877526642479,0.965827126744892,-86.2877526642479,0.259189108344223,3.712389464008
61,0.263057554616955,-4.20788377822989,0.964780563665027,-94.1903399802662,0.964780563665027,-94.1903399802662,0.263055653245385,-4.18818575356623
62,0.266896703486956,-12.1306855224531,0.963725107087885,-102.112052181804,0.963725107087885,-102.112052181804,0.266893953940674,-12.1075281122849
63,0.270710223991618,-20.0724716252171,0.962660324318717,-110.052891334804,0.962660324318717,-110.052891334804,0.270706646444736,-20.0456586854529
64,0.274500696528101,-28.0332240823997,0.961585747784138,-118.012838484125,0.961585747784138,-118.012838484125,0.274496330241698,-28.0025808274337
65,0.278270582493228,-36.0129101901113,0.960500900159675,-125.991853093793,0.960500900159675,-125.991853093793,0.278265485808388,-35.9782796881012
66,0.282022140415853,-44.0114818302678,0.959405322026948,-133.989872708273,0.959405322026948,-133.989872708273,0.282016390295628,-43.9727219081282
67,0.285757341949511,-52.0288748209135,0.958298601593789,-142.006812862759,0.958298601593789,-142.006812862759,0.285751033049689,-51.9858555083896
68,0.289477789512444,-60.0650083667503,0.957180405947895,-150.042567267361,0.957180405947895,-150.042567267361,0.289471032789125,-60.017609992687
69,0.293184637408976,-68.1197846394254,0.956050513233274,-158.09700828459,0.956050513233274,-158.09700828459,0.293177558284837,-68.0678966758337
70,0.296878518350352,-76.1930885423221,0.954908845084945,-166.169987718581,0.954908845084945,-166.169987718581,0.296871254432934,-76.1366092466343
71,0.300559477155111,-84.2847876774212,0.953755498603607,-174.261337924607,0.953755498603607,-174.261337924607,0.300552175589677,-84.2236245753012
72,0.304226913473108,-92.3947325653569,0.952590777105046,177.629126754538,0.952590777105046,177.629126754538,0.30421972794193,-92.328803769214
73,0.307879535156481,-100.522757146879,0.95141521885758,169.501608226215,0.95141521885758,169.501608226215,0.307872622601238,-100.451993478281
74,0.311515323767844,-108.668679590212,0.950229622993927,161.356322568917,0.950229622993927,161.356322568917,0.31150884089877,-108.593027446234
75,0.31513151346296,-116.832303427819,0.949035071804874,153.193497652839,0.949035071804874,153.193497652839,0.315125613158364,-116.751728298804
76,0.318724584344982,-125.01341903641,0.947832948615718,145.013370480636,0.947832948615718,145.013370480636,0.318719411951245,-124.927909555445
77,0.32229027080001,-133.211805453735,0.94662495052905,136.816184286692,0.94662495052905,136.816184286692,0.322285960530617,-133.121377843056
78,0.325823585373539,-141.427232530295,0.945413095339185,128.602185428955,0.945413095339185,128.602185428955,0.325820256805856,-141.331935284282
79,0.329318858054229,-149.659463388129,0.944199722051573,120.371620127254,0.944199722051573,120.371620127254,0.329316612864222,-149.559382024746
80,0.332769790658354,-157.90825715201,0.942987484540424,112.124731102276,0.942987484540424,112.124731102276,0.332768709665576,-157.803518858459
81,0.336169525571711,-166.173371903838,0.941779338017274,103.861754180415,0.941779338017274,103.861754180415,0.33616966618058,-166.064149900462
82,0.339510727757132,-174.454567803097,0.940578518158156,95.5829149342568,0.940578518158156,95.5829149342568,0.339512121874554,-174.341085251889
83,0.342785678615581,177.248389701492,0.93938851290883,87.2884254333946,0.93938851290883,87.2884254333946,0.342788331105372,177.365856403254
84,0.34598637996716,168.93572664222,0.938213027197217,78.9784811832198,0.938213027197217,78.9784811832198,0.345990267699426,169.056845334561
85,0.349104666177823,160.607657372464,0.937055940985547,70.6532583296773,0.937055940985547,70.6532583296773,0.349109737711909,160.732038500641
86,0.352132322234159,152.264381559324,0.935921261310232,62.3129112066434,0.935921261310232,62.3129112066434,0.352138498160088,152.391577549427
87,0.355061205405357,143.906081415986,0.934813069164708,53.9575702978771,0.934813069164708,53.9575702978771,0.355068379353597,144.035587145198
88,0.35788336804608,135.53291925224,0.933735462279142,45.5873406786678,0.933735462279142,45.5873406786678,0.357891408358714,135.664173681107
89,0.360591179022554,127.145035419583,0.932692495023421,37.2023009929578,0.932692495023421,37.2023009929578,0.360599931061923,127.27742442255
90,0.363177441266316,118.742546710234,0.93168811681594,28.8025030086202,0.93168811681594,28.8025030086202,0.363186730322053,118.875407121199
91,0.36563550301629,110.325545261807,0.930726110524473,20.3879717805517,0.930726110524473,20.3879717805517,0.365645137755983,110.458170123624
92,0.367959360396908,101.894098000571,0.929810032426177,11.9587064339512,0.929810032426177,11.9587064339512,0.367969136793512,102.025742983348
93,0.370143749144496,93.4482466412369,0.928943155323445,3.51468156278913,0.928943155323445,3.51468156278913,0.370153454801112,93.57813756936
94,0.372184223453163,84.988008241894,0.928128416385717,-4.9441507796869,0.928128416385717,-4.9441507796869,0.372193642232724,85.1153496477467
95,0.374077220128399,76.5133762983029,0.927368371225399,-13.4178585397988,0.927368371225399,-13.4178585397988,0.374086136993482,76.6373608944567
96,0.375820106455002,68.0243223387985,0.926665155600394,-21.9065266321182,0.926665155600394,-21.9065266321182,0.375828312411169,68.1441412830995
97,0.37741121045156,59.5207979731865,0.92602045597263,-30.410253493823,0.92602045597263,-30.410253493823,0.377418507488494,59.635651773663
98,0.378849832432933,51.0027373270189,0.925435489951218,-38.9291473167243,0.925435489951218,-38.9291473167243,0.378856038353595,51.1118472189675
99,0.380136237102998,42.4700597885492,0.924910997412951,-47.4633220604186,0.924910997412951,-47.4633220604186,0.380141190130522,42.5726793919627
100,0.381271625682202,33.922672981935,0.924447242828278,-56.0128933611115,0.924447242828278,-56.0128933611115,0.381275188740214,34.0181000315701
101,0.382258087902756,25.3604758768076,0.924044029036906,-64.5779744555515,0.924044029036906,-64.5779744555515,0.382260152468402,25.4480638020221
102,0.383098534023395,16.7833619422267,0.923700722420494,-73.1586722433833,0.923700722420494,-73.1586722433833,0.383099023454715,16.8625310580837
103,0.383796607371589,8.19122225162961,0.923416289122875,-81.7550836102177,0.923416289122875,-81.7550836102177,0.383795479624907,8.26147031572788
104,0.384356578262762,-0.416051548022142,0.923189341683163,-90.367292129428,0.923189341683163,-90.367292129428,0.384353827919903,-0.355139667711245
105,0.384783220531039,-9.03856449321995,0.923018195163964,-98.9953652540678,0.923018195163964,-98.9953652540678,0.384778880070864,-8.98730828761817
106,0.385081672269599,-17.6764158551859,0.922900931615171,-107.639352097226,0.922900931615171,-107.639352097226,0.385075812529581,-17.6350320314888
107,0.385257282752287,-26.3296970677444,0.922835471493629,-116.299281889752,0.922835471493629,-116.299281889752,0.385250012534803,-26.2982940190863
108,0.385315447858292,-34.9984900792805,0.922819650474444,-124.975163185411,0.922819650474444,-124.975163185411,0.38530691265919,-34.9770641829027
109,0.385261436662769,-43.6828661933035,0.922851299954031,-133.666983869525,0.922851299954031,-133.666983869525,0.385251816511185,-43.6713001122254
110,0.385100212142362,-52.3828854383912,0.92292832944698,-142.374712008608,0.92292832944698,-142.374712008608,0.385089718555329,-52.3809485633542
111,0.384836249180126,-61.0985965065839,0.923048809028155,-151.098297561366,0.923048809028155,-151.098297561366,0.384825121259717,-61.1059476313099
112,0.384473353220188,-69.8300372926403,0.923211049963896,-159.837674953212,0.923211049963896,-159.837674953212,0.384461852938196,-69.8462295547217
113,0.384014483014045,-78.5772360638914,0.923413681712164,-168.592766501911,0.923413681712164,-168.592766501911,0.384002889750294,-78.60172412439
114,0.383461580873208,-87.3402132811253,0.92365572354319,-177.363486664713,0.92365572354319,-177.363486664713,0.383450185292787,-87.3723626501794
115,0.382815413722556,-96.1189840910736,0.923936649143498,173.850252935388,0.923936649143498,173.850252935388,0.382804511103137,-96.1580824376088
116,0.382075428027397,-104.91356150492,0.924256442699439,165.04853775785,0.924256442699439,165.04853775785,0.382065311167727,-104.958831726752
117,0.381239621309714,-113.723960272308,0.924615645123828,156.231443932324,0.924615645123828,156.231443932324,0.381230573161218,-113.774575037498
118,0.380304432502945,-122.550201454094,0.925015389277473,147.399031257814,0.925015389277473,147.399031257814,0.380296718706051,-122.605298875641
119,0.379264652863928,-131.392317690591,0.925457423235643,138.55133569194,0.925457423235643,138.55133569194,0.379258514357194,-131.451017750847
120,0.37811335848574,-140.250359152902,0.925944120877559,129.688361411911,0.925944120877559,129.688361411911,0.378109004384657,-140.311780467467
121,0.376841864749644,-149.124400156047,0.926478479307309,120.810072531621,0.926478479307309,120.810072531621,0.376839465694975,-149.18767665052
122,0.375439702284556,-158.014546402528,0.927064102861424,111.916384556823,0.927064102861424,111.916384556823,0.375439384450022,-158.078843478634
123,0.373894613188268,-166.920942816665,0.927705173714446,103.007155657904,0.927705173714446,103.007155657904,0.37389645314205,-166.985472600934
124,0.37219256545823,-175.84378192325,0.92840640935878,94.0821778313815,0.92840640935878,94.0821778313815,0.372196586041,-175.907817224686
125,0.370317782754981,175.216687281027,0.929173007486543,85.1411680101172,0.929173007486543,85.1411680101172,0.370323950148047,175.153800632949
126,0.368252785841153,166.260150009954,0.930010579084873,76.1837591682731,0.930010579084873,76.1837591682731,0.36826100793202,166.198982716094
127,0.365978441257649,157.286215967105,0.930925070782998,67.2094914420726,0.930925070782998,67.2094914420726,0.365988567404834,157.22724690524
128,0.363474012061498,148.294409247504,0.931922677722227,58.2178032630613,0.931922677722227,58.2178032630613,0.363485834342959,148.238019343278
129,0.360717204799723,139.284157853612,0.933009748416035,49.208022465527,0.933009748416035,49.208022465527,0.360730460713251,139.230626244995
130,0.357684206034593,130.254782802228,0.934192683214553,40.1793572810558,0.934192683214553,40.1793572810558,0.357698582710048,130.20428527308
131,0.35434970125353,121.205486721211,0.935477828032722,31.1308870900977,0.935477828032722,31.1308870900977,0.354364841058466,121.158096328496
132,0.350686868015028,112.135341798225,0.936871365011521,22.061552726744,0.936871365011521,22.061552726744,0.350702375501445,112.091031538551
133,0.346667334478908,103.043276852907,0.93837920161945,12.970146065443,0.93837920161945,12.970146065443,0.34668278453602,103.00192415733
134,0.342261093414317,93.9280632148919,0.940006859421387,3.85529852397182,0.940006859421387,3.85529852397182,0.342276040468248,93.8894560038411
135,0.337436360579866,84.7882989798599,0.941759363254948,-5.28453198460394,0.941759363254948,-5.28453198460394,0.337450348668314,84.7521429580661
136,0.33215936487415,75.6223910809705,0.943641130837975,-14.451076245238,0.943641130837975,-14.451076245238,0.33217193838798,75.5883179020299
137,0.326394055746115,66.4285344547692,0.945655861808202,-23.6462718190375,0.945655861808202,-23.6462718190375,0.326404770616624,66.3961103326237
138,0.320101710926115,57.2046873889003,0.947806423773846,-32.8722849230119,0.947806423773846,-32.8722849230119,0.320110146032319,57.1734216765751
139,0.313240424438232,47.9485419051169,0.950094731028888,-42.1315372401026,0.950094731028888,-42.1315372401026,0.313246192988838,47.9178950858236
140,0.305764450866031,38.6574877444029,0.952521608979876,-51.4267390472964,0.952521608979876,-51.4267390472964,0.305767211508731,38.6268781757266
141,0.29762337669177,29.3285681406192,0.955086633801443,-60.7609303727791,0.955086633801443,-60.7609303727791,0.29762284412425,29.2973767514076
142,0.288761083011407,19.958425115714,0.957787932026982,-70.1375322921822,0.957787932026982,-70.1375322921822,0.288757037839544,19.9259970110192
143,0.279114455373158,10.543231375332,0.960621918218825,-79.5604109886443,0.960621918218825,-79.5604109886443,0.279106753004261,10.508872945868
144,0.268611785653798,1.07860503751996,0.963582939749947,-89.0339578552431,0.963582939749947,-89.0339578552431,0.268600364013566,1.04157455510856
145,0.257170796813682,-8.44049779093248,0.966662785005132,-98.5631897686415,0.966662785005132,-98.5631897686415,0.257155682702332,-8.4810091494188
146,0.244696203368294,-18.0199193657901,0.969849993304258,-108.153874774268,0.969849993304258,-108.153874774268,0.244677517309187,-18.0648209526261
147,0.231076697356772,-27.6664751224666,0.973128879088898,-117.812689879458,0.973128879088898,-117.812689879458,0.231054656842732,-27.716832973558
148,0.216181220361902,-37.388181108656,0.976478145664313,-127.547419574398,0.976478145664313,-127.547419574398,0.216156141484766,-37.4453116011317
149,0.199854345666692,-47.1945565837335,0.979868909361068,-137.367206232683,0.979868909361068,-137.367206232683,0.199826643265304,-47.2601857717712
150,0.181910550371608,-57.097041523987,0.983261874734346,-147.282866875582,0.983261874734346,-147.282866875582,0.181880737118434,-57.1735879266443
151,0.162127106329988,-67.1096091732246,0.986603282128506,-157.307295128303,0.986603282128506,-157.307295128303,0.162095791824169,-67.2007195230133
152,0.140235266026335,-77.2497655914704,0.989819070501746,-167.45597277294,0.989819070501746,-167.45597277294,0.140203158671343,-77.3614288708718
153,0.115909378760449,-87.5405049781056,0.992806430449407,-177.747622245498,0.992806430449407,-177.747622245498,0.115877298612788,-87.6836978296665
154,0.0887535774807259,-98.0154342738875,0.995421519910474,171.794960419416,0.995421519910474,171.794960419416,0.0887225100634592,-98.2137900029198
155,0.0582858160456705,-108.739969676769,0.997461514104272,161.143844235096,0.997461514104272,161.143844235096,0.058257166109006,-109.060981143791
156,0.0239198426573993,-120.025067740349,0.998638278353358,150.264619493562,0.998638278353358,150.264619493562,0.0238978194022031,-120.85964899849
157,0.0150637354337037,50.7915178746765,0.998539699961336,139.114720634463,0.998539699961336,139.114720634463,0.0151020137680262,52.2021091219156
158,0.0595066809904558,38.4727895832152,0.996573066678985,127.641392148441,0.996573066678985,127.641392148441,0.0595322266456662,38.8587692731157
159,0.110428528646664,26.5150055476843,0.991883068607449,115.779357888993,0.991883068607449,115.779357888993,0.110448007275507,26.7407527832295
160,0.168977719627297,14.1747577514082,0.983236055611271,103.448459753574,0.983236055611271,103.448459753574,0.168991262761413,14.3360516445448
161,0.236377222876944,1.30013015937264,0.968865187766857,90.5519786677044,0.968865187766857,90.5519786677044,0.236384547954165,1.42710920985468
162,0.313747564763701,-12.2340920627526,0.946285752226484,76.9772270710611,0.946285752226484,76.9772270710611,0.313748479377411,-12.1281062698169
163,0.401739446238849,-26.5530015434838,0.91213199476839,62.6014952841339,0.91213199476839,62.6014952841339,0.401734056680003,-26.4609945974162
164,0.499880068822539,-41.7705669187327,0.862159274813337,47.3083621610452,0.862159274813337,47.3083621610452,0.499868960492729,-41.6884552923782
165,0.605624558294702,-57.9573305927873,0.791701002348888,31.0201167160001,0.791701002348888,31.0201167160001,0.605608960365948,-57.8826056822649
166,0.713417459722024,-75.0885582272835,0.696957590191923,13.7467850994472,0.696957590191923,13.7467850994472,0.713399315919829,-75.0196551396511
167,0.814612499785023,-92.9885662558326,0.577180857390352,-4.36635550419366,0.577180857390352,-4.36635550419366,0.814594312400346,-92.924534135693
